client_id,page_url,referrer,timestamp,event_name,event_data,user_agent,clientId,client_id_canonical
1740528017-lwpACFdts1VV,https://puffy.com/blogs/best-sleep/how-many-yards-of-yarn-needed-for-a-blanket?srsltid=4CA1EF,https://www.google.com/,2025-02-26T00:00:19.607Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740528017-lwpACFdts1VV
1740526360-b7uimHtgYAZE,https://puffy.com/?utm_source=F6F0F4&utm_medium=7B4C8A&sharedid=6B6BC6&iradid=5640E4&irgwc=C4CA42&irclickid=1BC9E4&clickid=1BC9E4&im_ref=1BC9E4,,2025-02-26T00:01:21.769Z,page_viewed,,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",,1740526360-b7uimHtgYAZE
1740528111-KzVKqCO70yAp,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=E90062&oid=ECCBC8&affid=E4DA3B&sub1=5CDCB8&gad_source=C4CA42&gclid=1465CC&kind=E90062,,2025-02-26T00:01:53.423Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740528111-KzVKqCO70yAp
1740500480-w361skTBPbfX,https://puffy.com/products/puffy-royal-mattress,,2025-02-26T00:02:22.325Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740500480-w361skTBPbfX
1740490652-u8qNtnGdfQWY,https://puffy.com/,,2025-02-26T00:02:22.514Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1740490652-u8qNtnGdfQWY
1740443561-SkhH6ka4TK1q,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=E495FD&utm_content=751C86&amp_device_id=F1E746&oid=E4DA3B&affid=6512BD&sub1=D8646B&sub2=C5D4C0&sub3=60C77B&sub4=910955&msclkid=32D6C0&_gl=C5CAB7&size=BBD471,https://source-175c1c8e.com/top10/?oid=5&affid=11&sub1=590110972&sub2=1267738557318823&sub3=tempurpedic%20mattress&sub4=be&msclkid=9ecea1d9555d11e02357c6670f54564e,2025-02-26T00:03:45.182Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",,1740443561-SkhH6ka4TK1q
1740528260-r5Fx2teJx6Cz,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=E495FD&utm_content=F93BC8&amp_device_id=AA1BCB&oid=E4DA3B&affid=C20AD4&sub1=BD2B44&sub2=A3E4E3&sub3=53A7F4&gad_source=C4CA42&gbraid=A428AB&gclid=3880C4&_gl=A2EF7F,,2025-02-26T00:04:21.634Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",,1740528260-r5Fx2teJx6Cz
1740528233-dzi3fpJSseEn,https://puffy.com/cart,,2025-02-26T00:04:21.738Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740528233-dzi3fpJSseEn
1740528254--af42i7np_6a,https://puffy.com/blogs/best-sleep/will-lemon-juice-kill-bed-bugs,https://www.google.com/,2025-02-26T00:04:27.941Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36",,1740528254--af42i7np_6a
1740528284-Mv9NY3kRh3GI,https://puffy.com/products/puffy-lux-mattress?size=72545F&sfdr_ptcid=3E2723&sfdr_hash=7DEEB2&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=CD5051&gclid=246EDB,,2025-02-26T00:04:45.435Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740528284-Mv9NY3kRh3GI
1740520145-MfEJxOKVySrS,https://puffy.com/products/puffy-lux-mattress?size=E9DC92&sfdr_ptcid=F29489&sfdr_hash=68218B&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=2170BC&gclid=78372C,,2025-02-26T00:04:50.956Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,1740520145-MfEJxOKVySrS
1740528294-FtqSj-PsUGw4,https://puffy.com/products/puffy-zen-bed-frame?size=6E2D03&sfdr_ptcid=2A5A20&sfdr_hash=A38C4D,https://www.bing.com/,2025-02-26T00:05:02.922Z,page_viewed,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.140",,1740528294-FtqSj-PsUGw4
1740528266-vNKO7zBJ6deC,https://puffy.com/blogs/best-sleep/how-to-get-urine-out-of-memory-foam-mattress,,2025-02-26T00:05:13.871Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.53 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,1740528266-vNKO7zBJ6deC
1740528348-8XY4AROIe6PD,https://puffy.com/blogs/best-sleep/how-to-make-a-car-seat-blanket,,2025-02-26T00:06:32.676Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.53 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,1740528348-8XY4AROIe6PD
1740528435-Vu7KAq9KmMX7,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=E495FD&utm_content=F93BC8&amp_device_id=777347&oid=E4DA3B&affid=C20AD4&sub1=1BD8C2&sub2=47BA91&sub3=995331&gad_source=C4CA42&gbraid=2500DE&gclid=84CDC6&_gl=C62CD5,,2025-02-26T00:07:16.937Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1740528435-Vu7KAq9KmMX7
1740456839-fg2jas4I-EGN,https://puffy.com/products/puffy-lux-mattress?size=F207E9,,2025-02-26T00:08:58.759Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740456839-fg2jas4I-EGN
1740526488-UAjlVegIvt5K,https://puffy.com/cart,https://checkout.puffy.com/,2025-02-26T00:09:45.757Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740526488-UAjlVegIvt5K
