clientId,page_url,timestamp,event_name,event_data,user_agent,client_id,referrer,client_id_canonical
1741132800-ElAH3gK8eosN,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=1329EE&utm_content=8234BC&oid=C81E72&affid=ECCBC8&sub1=99B2C9&sub2=F54715&sub3=2E5812&gad_source=C4CA42&gbraid=FC6888&gclid=4B5724&amp_device_id=E9D4FE&_gl=4D8A6A,2025-03-05T00:00:02.012Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1741132800-ElAH3gK8eosN
1741132860-8vin53JvGL95,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=A056B3&utm_content=8234BC&amp_device_id=B35D0C&_gl=205CD1,2025-03-05T00:01:02.942Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,,1741132860-8vin53JvGL95
1741132873-8vmrNA2MXtAg,https://puffy.com/products/puffy-mattress,2025-03-05T00:01:22.188Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.126 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,1741132873-8vmrNA2MXtAg
1741132909-BVssrFykcxz9,https://puffy.com/products/puffy-zen-bed-frame?oid=ECCBC8&affid=C81E72&sub1=9BA155&sub2=64BB51&sub3=43033F&fbclid=9ED442&utm_source=26CAE7&utm_medium=76E084&campaign_id=9BA155&ad_id=43033F&utm_id=9BA155&utm_content=43033F&utm_term=64BB51&utm_campaign=9BA155,2025-03-05T00:01:52.957Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D63 [FBAN/FBIOS;FBAV/502.2.0.62.102;FBBV/702932779;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/18.3;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/704533104;IABMV/1]",,,1741132909-BVssrFykcxz9
1741097417-HCdPaVEeA_-6,https://puffy.com/products/puffy-lux-mattress,2025-03-05T00:02:58.386Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1741097417-HCdPaVEeA_-6
1737761076-Vn4cz9YhnElr,https://puffy.com/?oid=ECCBC8&affid=E4DA3B&sub1=ABB864&sub2=D4C9CC&sub3=D4D4EF&gad_source=C4CA42&gclid=D9229C,2025-03-05T00:03:00.807Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,,1737761076-Vn4cz9YhnElr
1741132985-hXUdG24a0Hhf,https://puffy.com/products/puffy-topper?irclickid=B5985E&utm_source=AF630F&utm_medium=7B4C8A&clickid=B5985E&sharedid=D41D8C&iradid=139F4C&im_ref=B5985E&irgwc=C4CA42,2025-03-05T00:03:08.778Z,page_viewed,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,,1741132985-hXUdG24a0Hhf
1740171944-GSEyZTT0O_k6,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=33E241&oid=ECCBC8&affid=E4DA3B&sub1=1398A1&sub2=813680&gad_source=C4CA42&gclid=7D782B&kind=33E241&size=BBD471,2025-03-05T00:03:11.872Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,,1740171944-GSEyZTT0O_k6
1741133002-4lfluPEKDPaJ,https://puffy.com/blogs/best-sleep/how-to-fit-a-mattress-in-a-car,2025-03-05T00:03:25.210Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,,1741133002-4lfluPEKDPaJ
1741133017-W4WeC-U47Qwo,https://puffy.com/products/puffy-topper?irclickid=E11F70&utm_source=AF630F&utm_medium=7B4C8A&clickid=E11F70&sharedid=D41D8C&iradid=139F4C&im_ref=E11F70&irgwc=C4CA42,2025-03-05T00:03:39.784Z,page_viewed,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,,1741133017-W4WeC-U47Qwo
