clientId,page_url,timestamp,event_name,event_data,user_agent,client_id,referrer,client_id_canonical
1740278407-mbidt2ecFkFn,https://puffy.com/products/puffy-royal-mattress,2025-03-07T00:00:55.553Z,page_viewed,,"Mozilla/5.0 (Linux; Android 14; SM-S908U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/502.0.0.66.79;IABMV/1;]",,,1740278407-mbidt2ecFkFn
1738883962-NmP0voIWU3-Z,https://puffy.com/products/puffy-lux-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=670554&utm_content=F93BC8&amp_device_id=0228D4&_gl=13A2E7&size=FC4ACA&kind=E37643,2025-03-07T00:01:18.684Z,product_added_to_cart,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1738883962-NmP0voIWU3-Z
1740246936-TR7HRhn1o2cv,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk5QWTY1SDJUUVNNM1hZNjRUQU5TU0NX/processing,2025-03-07T00:01:46.685Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",,,1740246936-TR7HRhn1o2cv
1740246936-TR7HRhn1o2cv,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk5QWTY1SDJUUVNNM1hZNjRUQU5TU0NX/thank-you,2025-03-07T00:01:52.270Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",,,1740246936-TR7HRhn1o2cv
1740246936-TR7HRhn1o2cv,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk5QWTY1SDJUUVNNM1hZNjRUQU5TU0NX/thank-you,2025-03-07T00:01:52.293Z,checkout_completed,"{""transaction_id"":""ORD-20250307-821"",""revenue"":1149,""items"":[{""item_id"":""12F-PUFFHB-24"",""item_name"":""Puffy Lux Mattress"",""item_variant"":""Hybrid / Full  -  (54\""W x 75\""L x 12\""H)"",""quantity"":1,""item_price"":null}],""user_email"":""280296fc5d31a73ffb83ad096a29f6d9ab088ef115a7d34cca842b6e49d8a35e""}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",,,1740246936-TR7HRhn1o2cv
1741305722-oUcUX9hKkmth,https://puffy.com/?oid=ECCBC8&affid=C9F0F8&sub1=D0C4B8&sub2=7B57DA&sub3=A70D8F&sub4=910955&msclkid=3AE03B&utm_source=738AA8&utm_medium=AE24AC&utm_campaign=3B2FAF&utm_term=A70D8F&utm_content=4DBA11,2025-03-07T00:02:03.526Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1741305722-oUcUX9hKkmth
1739732243-Ip6qFr5FxEKG,https://puffy.com/products/puffy-mattress?size=F8A6D9&sfdr_ptcid=15B4CF&sfdr_hash=21917C&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=4A6CAA&gclid=2F4931,2025-03-07T00:03:20.940Z,page_viewed,,"Mozilla/5.0 (iPad; CPU OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/358.1.731895952 Mobile/15E148 Safari/604.1",,,1739732243-Ip6qFr5FxEKG
1741264644-xQiG3P5x-dLy,https://puffy.com/products/puffy-monarch-mattress?size=6E2D03&sfdr_ptcid=7AFFEB&sfdr_hash=ABF7B8&oid=ECCBC8&affid=E4DA3B&sub1=79F8DB&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=A1AE3E,2025-03-07T00:04:43.515Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,,1741264644-xQiG3P5x-dLy
1741305885-ahk6y4uh87kc,https://puffy.com/blogs/best-sleep/how-many-skeins-of-yarn-for-a-blanket,2025-03-07T00:04:50.682Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,,1741305885-ahk6y4uh87kc
1741305871-FsEc4ybQsAUB,https://puffy.com/products/puffy-lux-mattress?size=E9DC92&sfdr_ptcid=F29489&sfdr_hash=68218B&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=5CC0D4,2025-03-07T00:05:01.401Z,email_filled_on_popup,"{""user_email"":""6f8642ba2f144b1a55f08452bc225a499b4915df97d7a134adca1cba3f466a8e""}","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,,1741305871-FsEc4ybQsAUB
1741303559-a_UcLxFnpOPC,https://puffy.com/blogs/best-sleep/can-a-heated-blanket-cause-a-fever?srsltid=044C92,2025-03-07T00:05:17.901Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/357.0.729240823 Mobile/15E148 Safari/604.1",,,1741303559-a_UcLxFnpOPC
1741304789-EUdK4BZwix5m,https://puffy.com/?irclickid=62D196&utm_source=111BB5&utm_medium=7B4C8A&clickid=62D196&sharedid=D41D8C&iradid=139F4C&im_ref=62D196&irgwc=C4CA42,2025-03-07T00:06:14.926Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",,,1741304789-EUdK4BZwix5m
1741305978-iRpN6Fc6_xDP,https://puffy.com/products/puffy-royal-mattress,2025-03-07T00:06:23.138Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",,,1741305978-iRpN6Fc6_xDP
1741305992-sYlldmqOp87B,https://puffy.com/products/puffy-monarch-smart-bed-set?size=72545F&sfdr_ptcid=5C76DF&sfdr_hash=99B2E6&oid=ECCBC8&affid=E4DA3B&sub1=79F8DB&sub2=D41D8C&sub3=D41D8C&gbraid=D9C0D1&wbraid=BC9CF1,2025-03-07T00:06:36.586Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,,1741305992-sYlldmqOp87B
1741210774-BEg0LCkApgCt,https://puffy.com/products/puffy-adjustable-base,2025-03-07T00:07:02.609Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,,1741210774-BEg0LCkApgCt
,https://puffy.com/blogs/wellness/how-does-a-good-nights-sleep-improve-your-brain-health,2025-03-07T00:07:56.163Z,page_viewed,,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),,,
1741298319-dQjlNVMUK_W3,https://puffy.com/products/puffy-royal-mattress,2025-03-07T00:08:11.553Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/358.1.731895952 Mobile/15E148 Safari/604.1",,,1741298319-dQjlNVMUK_W3
1741305907-WCtP1yd5M_W-,https://puffy.com/products/puffy-mattress-protector,2025-03-07T00:08:20.286Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",,,1741305907-WCtP1yd5M_W-
1741306081-QM7tRNpNGl9X,https://puffy.com/products/puffy-mattress,2025-03-07T00:08:35.537Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.126 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,1741306081-QM7tRNpNGl9X
1741305730-kLIM4XQZOfgO,https://puffy.com/products/puffy-lux-mattress?size=BBD471&sfdr_ptcid=15B4CF&sfdr_hash=21917C&oid=ECCBC8&affid=E4DA3B&sub1=79F8DB&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=361291,2025-03-07T00:08:41.828Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",,,1741305730-kLIM4XQZOfgO
1741306088-QEbZcSCOs3iz,https://puffy.com/products/puffy-monarch-mattress?size=72545F&sfdr_ptcid=051A43&sfdr_hash=9376A2,2025-03-07T00:08:48.116Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.53 Mobile Safari/537.36 (compatible; AdsBot-Google-Mobile; +http://www.google.com/mobile/adsbot.html)",,,1741306088-QEbZcSCOs3iz
1741306107-pF4fVGJB30Bf,https://puffy.com/blogs/best-sleep/blanket-over-or-under-duvet,2025-03-07T00:09:00.729Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,1741306107-pF4fVGJB30Bf
1741095005-tgURTIaZlVt5,https://puffy.com/blogs/best-sleep/should-i-throw-my-bed-frame-if-i-have-bed-bugs,2025-03-07T00:09:24.166Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,1741095005-tgURTIaZlVt5
1741306181-EOcJ3uooG5UI,https://puffy.com/products/puffy-monarch-mattress?irclickid=ECF7EA&utm_source=BA2789&utm_medium=7B4C8A&clickid=ECF7EA&sharedid=D41D8C&iradid=139F4C&im_ref=ECF7EA&irgwc=C4CA42,2025-03-07T00:09:42.432Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1741306181-EOcJ3uooG5UI
1741306100-WKg2euHLJJjD,https://puffy.com/products/puffy-lux-mattress?type=24EA74&irclickid=6A434F&utm_source=651C86&utm_medium=7B4C8A&clickid=6A434F&sharedid=D41D8C&iradid=139F4C&im_ref=6A434F&irgwc=C4CA42&size=2C2D2C,2025-03-07T00:09:44.180Z,product_added_to_cart,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,,1741306100-WKg2euHLJJjD
1741306050-iMYgrwa8Mb2D,https://puffy.com/products/puffy-lux-mattress?size=FC4ACA,2025-03-07T00:09:52.672Z,product_added_to_cart,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1741306050-iMYgrwa8Mb2D
1741306209-OKtgOU8VNCBn,https://puffy.com/products/puffy-mattress?size=1E921A&utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=B8D93E&utm_content=F93BC8&amp_device_id=A5A931&oid=E4DA3B&affid=C20AD4&sub1=615362&sub2=520634&sub3=475C69&gad_source=C4CA42&gbraid=6A6DFC&gclid=225B6B&_gl=537202,2025-03-07T00:10:12.129Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",,,1741306209-OKtgOU8VNCBn
1741306247-c4bi_GIPXVWi,https://puffy.com/products/puffy-lux-mattress?size=B20861&sfdr_ptcid=1B98A2&sfdr_hash=F3695A&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=4A6CAA&gclid=1442F4,2025-03-07T00:10:49.134Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1741306247-c4bi_GIPXVWi
1741306254-jCBkykWOIjU1,https://puffy.com/products/puffy-mattress?utm_content=31C5BF&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=DA56B5&amp_device_id=01B9BA&oid=167909&affid=9BF31C&sub1=72AD88&sub2=0E407B&sub3=BABF38&sub4=21AD0B&msclkid=87D716&_gl=1536B2,2025-03-07T00:10:58.213Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",,,1741306254-jCBkykWOIjU1
1741306115-94HyCmS4Jist,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=7F9F5F&utm_content=B47E18&amp_device_id=B2B682&oid=E4DA3B&affid=C20AD4&sub1=88CD30&gad_source=C4CA42&gbraid=D7A555&gclid=334C48&_gl=DE8E36&kind=80FAF8&size=719EF2,2025-03-07T00:11:21.619Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,,1741306115-94HyCmS4Jist
