client_id,page_url,referrer,timestamp,event_name,event_data,user_agent,clientId,client_id_canonical
1740441606-ZGAMZZxMn9mv,https://puffy.com/products/puffy-adjustable-base?oid=ECCBC8&affid=E4DA3B&sub1=5CDCB8&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=D8DD33,,2025-02-25T00:00:11.378Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",,1740441606-ZGAMZZxMn9mv
1739571323-hM1bJj4oVzHM,https://puffy.com/products/puffy-topper?irclickid=D5642B&utm_source=921888&utm_medium=7B4C8A&clickid=D5642B&sharedid=D41D8C&iradid=139F4C&im_ref=D5642B&irgwc=C4CA42,https://source-c53bdf19.com/,2025-02-25T00:00:11.917Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15",,1739571323-hM1bJj4oVzHM
1739894715-4GAkc66NrSpD,https://puffy.com/products/puffy-zen-bed-frame?oid=ECCBC8&affid=C81E72&sub1=9BA155&sub2=64BB51&sub3=43033F&fbclid=E2A7EA&utm_source=26CAE7&utm_medium=76E084&campaign_id=9BA155&ad_id=43033F&utm_id=9BA155&utm_content=43033F&utm_term=64BB51&utm_campaign=9BA155&size=2C2D2C,https://source-603bdc25.com/,2025-02-25T00:00:47.420Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20B82 [FBAN/FBIOS;FBAV/501.0.0.49.107;FBBV/699723644;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/16.1;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5;FBRV/701514746;IABMV/1]",,1739894715-4GAkc66NrSpD
1740441707-1TMZLaNW2x3R,https://puffy.com/?utm_source=058C5C&utm_medium=9A780E&utm_campaign=E7304C&utm_content=4A7473&bxid=3246BE&_kx=3B4580,,2025-02-25T00:01:52.332Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,1740441707-1TMZLaNW2x3R
1740441758-tyw5IZ_m0ibr,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=33E241&oid=ECCBC8&affid=E4DA3B&sub1=1398A1&sub2=813680&gad_source=C4CA42&gclid=0EC737&kind=33E241,,2025-02-25T00:02:41.518Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740441758-tyw5IZ_m0ibr
1740441623-ehauGLkmsbMx,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk1YNk00RzlDR05URUY0UlJTNjJIR1NX?auto_redirect=68934A&edge_redirect=B326B5&locale=CCE16C&skip_shop_pay=B326B5,https://puffy.com/,2025-02-25T00:03:16.706Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",,1740441623-ehauGLkmsbMx
1740441810-8qvThPxYA8PA,https://puffy.com/products/puffy-mattress?utm_content=EE2750&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=BD9B73&amp_device_id=603AD9&oid=167909&affid=AAB323&sub1=53E9F6&gad_source=C4CA42&gclid=A92862&_gl=B12D8A&kind=C971FF,,2025-02-25T00:03:33.973Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740441810-8qvThPxYA8PA
1740433266-tbxM_fsjz6cW,https://puffy.com/blogs/best-sleep/silk-vs-wool-comforter,https://www.google.com/,2025-02-25T00:04:06.445Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740433266-tbxM_fsjz6cW
1740441831-TOfxkQ7PCKQ-,https://puffy.com/blogs/best-sleep/how-big-is-a-50x60-fleece-blanket,https://checkout.puffy.com/,2025-02-25T00:04:30.830Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.53 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,1740441831-TOfxkQ7PCKQ-
1740441880-irZaLi4d2dZk,https://puffy.com/products/puffy-mattress?utm_content=12926E&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=CB4CA5&oid=167909&affid=9BF31C&sub1=72AD88&sub2=0E407B&sub3=BABF38&sub4=21AD0B&msclkid=7AB835&amp_device_id=D9CC5E&_gl=AD2C53,,2025-02-25T00:04:41.847Z,page_viewed,,"Mozilla/5.0 (iPad; CPU OS 18_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",,1740441880-irZaLi4d2dZk
1740333823-d-VXZ2LxuJZD,https://puffy.com/products/puffy-royal-mattress?size=BDBEDF,,2025-02-25T00:04:55.280Z,page_viewed,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,,1740333823-d-VXZ2LxuJZD
1740441875-4jpRvx9-y-XT,https://puffy.com/products/puffy-mattress?utm_content=31C5BF&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=BD9B73&amp_device_id=6F62DF&oid=167909&affid=AAB323&sub1=53E9F6&gad_source=C4CA42&gclid=78A347&_gl=BC02E9&kind=C971FF&size=719EF2,,2025-02-25T00:05:04.010Z,email_filled_on_popup,"{""user_email"":""521d00e49c7355982f7f0646707ef3291facf746fd790109e5b2e531271ffa3a""}","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740441875-4jpRvx9-y-XT
1740440949-eVTRE8ncXbz8,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk1YNjlTQzk1NzYwM01OS05ZUjRKU0U5?auto_redirect=68934A&edge_redirect=B326B5&locale=CCE16C&skip_shop_pay=B326B5,https://puffy.com/,2025-02-25T00:05:30.475Z,checkout_started,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740440949-eVTRE8ncXbz8
1740415187-Ett6g1FAsrdW,https://puffy.com/blogs/bedroom/top-10-bed-accessories-you-need-in-your-bedroom,https://www.google.com/,2025-02-25T00:05:32.381Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",,1740415187-Ett6g1FAsrdW
1736913312-9Ou5Y12_TpX5,https://puffy.com/,,2025-02-25T00:06:11.698Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1736913312-9Ou5Y12_TpX5
1740441916-vuUbFBfYDtSp,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=7C7291&utm_content=2DEE62&amp_device_id=4885C2&oid=E4DA3B&affid=6512BD&sub1=E7D1DB&sub2=9BCAB2&sub3=CD391A&sub4=910955&msclkid=DE198D&_gl=57AABF,,2025-02-25T00:07:20.534Z,page_viewed,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,,1740441916-vuUbFBfYDtSp
1740442006-1GTlKHno3K5O,https://puffy.com/products/puffy-lux-mattress?size=E9DC92&sfdr_ptcid=F29489&sfdr_hash=68218B&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=2170BC,,2025-02-25T00:07:30.566Z,product_added_to_cart,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",,1740442006-1GTlKHno3K5O
1740442058-C0pEzUTo3o8x,https://puffy.com/collections/puffy-store,,2025-02-25T00:07:39.560Z,page_viewed,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:135.0) Gecko/20100101 Firefox/135.0,,1740442058-C0pEzUTo3o8x
1740442058-C0pEzUTo3o8x,https://puffy.com/products/puffy-lux-mattress,,2025-02-25T00:07:46.476Z,page_viewed,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:135.0) Gecko/20100101 Firefox/135.0,,1740442058-C0pEzUTo3o8x
1740000763-CBAty9xMpeW0,https://puffy.com/products/puffy-royal-mattress?kind=E90062,,2025-02-25T00:07:53.142Z,page_viewed,,"Mozilla/5.0 (iPad; CPU OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/355.0.723646882 Mobile/15E148 Safari/604.1",,1740000763-CBAty9xMpeW0
