clientId,page_url,referrer,timestamp,event_name,event_data,user_agent,client_id,client_id_canonical
1740959397-I9koxjexP0-3,https://puffy.com/products/puffy-monarch-mattress?size=2C2D2C,https://source-175c1c8e.com/top10mfbps/?oid=5&affid=12&sub1=20009002690&sub2=159823687601&sub3=best%20bed%20for%20back%20pain&gad_source=1&gclid=Cj0KCQiAoJC-BhCSARIsAPhdfSj2KMwTkWWHzxof_lwrdUnupqQWxn1RlDldw3L52yGRC9RNQKb7G_oaAsC7EALw_wcB,2025-03-03T00:00:10.268Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740959397-I9koxjexP0-3
1740960008-Cqgq78m2_Wt3,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=CF9453&utm_content=6295FD&amp_device_id=31420A&oid=C81E72&affid=ECCBC8&sub1=B58E16&sub2=4C57BB&sub3=A43AFD&gad_source=C4CA42&gbraid=0C4A5E&gclid=285A2F&_gl=6FCF22&kind=E37643&size=2C2D2C,https://source-4dd6a785.com/,2025-03-03T00:00:30.008Z,email_filled_on_popup,"{""user_email"":""197e907967395693c2289b719d6c0c6276d37277ed2d33ee1f94021b75b24b5e""}","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740960008-Cqgq78m2_Wt3
1740958367-CUjkprvb3QED,https://puffy.com/products/puffy-monarch-mattress?size=719EF2,,2025-03-03T00:01:02.034Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740958367-CUjkprvb3QED
1740959397-I9koxjexP0-3,https://puffy.com/products/puffy-royal-mattress?kind=E37643,https://source-175c1c8e.com/top10mfbps/?oid=5&affid=12&sub1=20009002690&sub2=159823687601&sub3=best%20bed%20for%20back%20pain&gad_source=1&gclid=Cj0KCQiAoJC-BhCSARIsAPhdfSj2KMwTkWWHzxof_lwrdUnupqQWxn1RlDldw3L52yGRC9RNQKb7G_oaAsC7EALw_wcB,2025-03-03T00:01:37.005Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740959397-I9koxjexP0-3
1740614844-8f1P8EYCGGLe,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSk5DTUc2R0RGTks5V1oyQVhWQ0s2UVRZ?locale=CCE16C&skip_shop_pay=B326B5&checkout_queue_token=F499C5,,2025-03-03T00:01:58.329Z,checkout_started,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,1740614844-8f1P8EYCGGLe
1737501805-yYJJJ-c43xCN,https://puffy.com/tools/returns/requests/5220933894178-20250223/courier_pickup_scheduled,https://checkout.puffy.com/,2025-03-03T00:01:59.085Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1737501805-yYJJJ-c43xCN
1740960095-WRBfMxWXqE_2,https://puffy.com/products/puffy-mattress,,2025-03-03T00:02:09.317Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740960095-WRBfMxWXqE_2
1739751780-FG2v7jOOXEVA,https://puffy.com/pages/puffy-mattress-and-puffy-lux,https://www.bing.com/,2025-03-03T00:02:22.369Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1739751780-FG2v7jOOXEVA
1740956130-gMk20Gcpbe_r,https://puffy.com/products/puffy-mattress?utm_content=A78E8E&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=7A05B8&amp_device_id=539979&_gl=04D1CB,,2025-03-03T00:02:22.513Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740956130-gMk20Gcpbe_r
1740956130-gMk20Gcpbe_r,https://puffy.com/cart,,2025-03-03T00:02:45.728Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740956130-gMk20Gcpbe_r
1740960182-9e9mcYvC9yq1,https://puffy.com/blogs/best-sleep/why-does-my-dog-drag-his-blanket-out-of-his-crate,https://www.google.com/,2025-03-03T00:03:05.922Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740960182-9e9mcYvC9yq1
1740960206-F9f654bhsLX8,https://puffy.com/products/puffy-mattress?irclickid=367CB0&utm_source=921888&utm_medium=7B4C8A&clickid=367CB0&sharedid=BBCBAB&iradid=139F4C&im_ref=367CB0&irgwc=C4CA42,https://source-c53bdf19.com/,2025-03-03T00:03:33.173Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740960206-F9f654bhsLX8
1740960204-D2AHnEOxt54p,https://puffy.com/products/puffy-mattress?size=F8A6D9&sfdr_ptcid=15B4CF&sfdr_hash=21917C&oid=ECCBC8&affid=E4DA3B&sub1=79F8DB&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=1D6D18,https://www.google.com/,2025-03-03T00:03:40.997Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740960204-D2AHnEOxt54p
1740960008-Cqgq78m2_Wt3,https://puffy.com/cart,https://source-4dd6a785.com/,2025-03-03T00:03:48.625Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,1740960008-Cqgq78m2_Wt3
1739825741-YjxLQ_I0He6M,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk5DRjAxUEVWUDQ3VjlGWk44S0JTQVBS/processing?completed=B326B5&reload_receipt=68934A&skip_shop_pay=B326B5,,2025-03-03T00:03:49.046Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1739825741-YjxLQ_I0He6M
1740241866-VU46l_gBdtjB,https://puffy.com/?oid=ECCBC8&affid=C9F0F8&sub1=D0C4B8&sub2=7B57DA&sub3=D4D4EF&sub4=910955&msclkid=B95604&utm_source=738AA8&utm_medium=AE24AC&utm_campaign=3B2FAF&utm_term=D4D4EF&utm_content=4DBA11,https://www.bing.com/,2025-03-03T00:04:00.964Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740241866-VU46l_gBdtjB
1740821339-B4W-eOzsG5Ht,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=2172EA&utm_content=2DEE62&oid=E4DA3B&affid=C20AD4&sub1=615362&sub2=F122D9&sub3=65B783&gad_source=C4CA42&gclid=5D81FD&_gl=569DB1&kind=2E1B1F,https://source-175c1c8e.com/top10mfsss/?oid=5&affid=12&sub1=20009002690&sub2=159823688321&sub3=best%20cool%20mattress%20for%20side%20sleepers&gad_source=1&gclid=Cj0KCQiAoJC-BhCSARIsAPhdfSjcGH09Rbxzn-QLIv2iBoy0k_cWTfsjH06ZNlLxmEapfiyf4beQsMsaAuTZEALw_wcB,2025-03-03T00:04:08.209Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740821339-B4W-eOzsG5Ht
1740960266--seXBkzNz6Ap,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=4556C9&utm_content=6295FD&oid=E4DA3B&affid=C20AD4&sub1=615362&sub2=520634&sub3=B75CE3&gad_source=C4CA42&gbraid=86753C&gclid=E8DA3F&amp_device_id=41B4C7&_gl=CE1406&kind=E90062,https://source-175c1c8e.com/,2025-03-03T00:04:28.410Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,1740960266--seXBkzNz6Ap
1740960216-4dCpk2_Y7tQg,https://puffy.com/products/puffy-lux-mattress?utm_source=738AA8&utm_medium=AE24AC&utm_campaign=073824&utm_content=1BCCAE&oid=C81E72&affid=45C48C&sub1=1AA8A3&sub2=97DC48&sub3=3B9862&sub4=910955&msclkid=955C62&utm_term=3B9862&amp_device_id=AC229B&_gl=485DD4&size=719EF2,https://source-4dd6a785.com/,2025-03-03T00:04:47.538Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1740960216-4dCpk2_Y7tQg
1740959845-D1NDt4I-nzf6,https://puffy.com/?srsltid=1718F4,https://www.google.com/,2025-03-03T00:05:41.161Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740959845-D1NDt4I-nzf6
1740833244-aZ5KKE7AC5g3,https://puffy.com/products/puffy-lux-mattress?size=B20861&sfdr_ptcid=1B98A2&sfdr_hash=F3695A&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=4EE1F4,https://www.google.com/,2025-03-03T00:05:46.204Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",,1740833244-aZ5KKE7AC5g3
1740075781-H6k8ORKiWMSq,https://puffy.com/products/puffy-zen-bed-frame?oid=ECCBC8&affid=C81E72&sub1=9BA155&sub2=64BB51&sub3=43033F&fbclid=ABC520&utm_source=26CAE7&utm_medium=76E084&campaign_id=9BA155&ad_id=43033F&utm_id=9BA155&utm_content=43033F&utm_term=64BB51&utm_campaign=9BA155,https://source-603bdc25.com/,2025-03-03T00:06:00.125Z,page_viewed,,"Mozilla/5.0 (iPad; CPU OS 17_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21H420 [FBAN/FBIOS;FBAV/502.2.0.62.102;FBBV/702932779;FBDV/iPad7,3;FBMD/iPad;FBSN/iPadOS;FBSV/17.7.5;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/703761858]",,1740075781-H6k8ORKiWMSq
1737501805-yYJJJ-c43xCN,https://puffy.com/tools/returns/requests/5220933894178-20250223/courier_pickup_scheduled,https://puffy.com/tools/returns/requests/5220933894178-20250223/courier_pickup_scheduled,2025-03-03T00:07:27.623Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",,1737501805-yYJJJ-c43xCN
1740272748-bWVK5vDWXbJf,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=33E241&oid=ECCBC8&affid=E4DA3B&sub1=1398A1&sub2=813680&gad_source=C4CA42&gclid=0B375B&kind=33E241,android-app://com.google.android.googlequicksearchbox/,2025-03-03T00:07:34.188Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",,1740272748-bWVK5vDWXbJf
1740960433-aVWBR5cWB1D-,https://puffy.com/products/puffy-sheets,https://www.google.com/,2025-03-03T00:07:37.093Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,1740960433-aVWBR5cWB1D-
1740960470--s87-uT6Iu39,https://puffy.com/products/puffy-mattress?utm_campaign=E37643&oid=ECCBC8&affid=C81E72&sub1=EF2BC5&sub2=DFFDFD&sub3=20B1DA&fbclid=2AEE2D&utm_source=26CAE7&utm_medium=76E084&campaign_id=EF2BC5&ad_id=20B1DA&utm_id=EF2BC5&utm_content=20B1DA&utm_term=DFFDFD&kind=E37643,https://source-603bdc25.com/,2025-03-03T00:07:51.871Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/502.2.0.62.102;FBBV/702932779;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/703909030;IABMV/1]",,1740960470--s87-uT6Iu39
1740960118-utIMzwqQxBpZ,https://puffy.com/products/puffy-lux-mattress?kind=E90062,https://source-4dd6a785.com/,2025-03-03T00:08:13.718Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/357.0.729240823 Mobile/15E148 Safari/604.1",,1740960118-utIMzwqQxBpZ
1740960470--s87-uT6Iu39,https://puffy.com/products/puffy-lux-mattress?utm_campaign=E37643&oid=ECCBC8&affid=C81E72&sub1=EF2BC5&sub2=DFFDFD&sub3=20B1DA&fbclid=2AEE2D&utm_source=26CAE7&utm_medium=76E084&campaign_id=EF2BC5&ad_id=20B1DA&utm_id=EF2BC5&utm_content=20B1DA&utm_term=DFFDFD&size=719EF2&kind=E37643,https://source-603bdc25.com/,2025-03-03T00:08:16.533Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/502.2.0.62.102;FBBV/702932779;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/703909030;IABMV/1]",,1740960470--s87-uT6Iu39
1740960567-7kp5ymkPM5S4,https://puffy.com/?sscid=D75FE7&utm_source=D9F430&utm_medium=BB166F&utm_campaign=2C96AA&utm_term=AE2A49,https://source-d378579c.com/,2025-03-03T00:09:37.454Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,1740960567-7kp5ymkPM5S4
1740960593-38PwSrSC02QT,https://puffy.com/products/puffy-mattress?utm_content=4594CE&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=7A05B8&amp_device_id=EE7B78&oid=167909&affid=AAB323&sub1=53E9F6&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=63003D&_gl=BA6E73,,2025-03-03T00:09:56.764Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",,1740960593-38PwSrSC02QT
1740960628-5xzVJt3_UAYN,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=D40447&utm_content=B47E18&oid=E4DA3B&affid=C20AD4&sub1=615362&sub2=EB8E66&sub3=64B516&gad_source=C4CA42&gbraid=BB8426&gclid=B23CF3&amp_device_id=0C302B&_gl=6E4AE7,https://source-175c1c8e.com/,2025-03-03T00:10:34.373Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1",,1740960628-5xzVJt3_UAYN
1740960650-lbmLm0MAhL8D,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=943337&utm_content=B47E18&oid=E4DA3B&affid=C20AD4&sub1=88CD30&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=CE2A0B&size=2C2D2C,,2025-03-03T00:11:04.277Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",,1740960650-lbmLm0MAhL8D
