clientId,page_url,referrer,timestamp,event_name,event_data,user_agent
1740787192-L7tAyPDmlJpd,https://puffy.com/products/puffy-lux-mattress?irclickid=B9503B&utm_source=0291C7&utm_medium=7B4C8A&clickid=B9503B&sharedid=D41D8C&iradid=05DCA9&im_ref=B9503B&irgwc=C4CA42,https://source-998bd1d0.com/,2025-03-01T00:00:05.741Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1740701417-KrRUWd2-_41Y,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=CA72B1&utm_content=6B9AED&amp_device_id=F5D684&oid=C81E72&affid=ECCBC8&sub1=99B2C9&sub2=F54715&sub3=8D2548&gad_source=C4CA42&gbraid=EBB6D0&gclid=9E6B0B&_gl=30121C&size=2C2D2C,https://source-4dd6a785.com/,2025-03-01T00:00:13.991Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1"
1740762239-T3Y-n_U-eBxr,https://puffy.com/products/puffy-mattress?size=719EF2&utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=D3F897&utm_content=751C86&amp_device_id=0CBC15&oid=E4DA3B&affid=C20AD4&sub1=88CD30&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gbraid=1B7D35&gclid=244266&_gl=4160DE,https://source-175c1c8e.com/,2025-03-01T00:00:46.397Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1740782747-CfHhmqtdk8Ed,https://puffy.com/blogs/best-sleep/what-is-convoluted-foam-in-a-mattress,,2025-03-01T00:00:52.851Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.126 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
1740285329-rSBPMhHYQQDl,https://puffy.com/tools/returns/requests/5158332268578-20250228/donation,https://checkout.puffy.com/,2025-03-01T00:00:59.344Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
1740787310-n6TqRlNdJ3HJ,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=13647B&utm_content=8234BC&oid=E4DA3B&affid=C20AD4&sub1=615362&sub2=EB8E66&sub3=49A685&gad_source=C4CA42&gbraid=D536E8&kind=E37643,,2025-03-01T00:01:51.878Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1"
1740786978-vRUOBk707rnU,https://puffy.com/products/puffy-mattress?utm_source=1C367E&utm_medium=D1BEFA,,2025-03-01T00:02:09.340Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1"
1740787333-Ma8BDhwdREHh,https://puffy.com/blogs/best-sleep/can-bed-bugs-live-on-air-mattress,https://www.google.com/,2025-03-01T00:02:15.652Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1736867768-EyqxNtXon7R1,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=13647B&utm_content=B47E18&amp_device_id=693E81&oid=E4DA3B&affid=C20AD4&sub1=45D3E7&sub2=1933E4&sub3=0AB893&gad_source=C4CA42&gbraid=B8D946&gclid=D2967C&_gl=25C603&kind=E37643&size=1E921A,https://source-175c1c8e.com/,2025-03-01T00:02:56.711Z,page_viewed,,"Mozilla/5.0 (iPad; CPU OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1"
1740787117-suJLe_oXS0vk,https://puffy.com/products/puffy-lux-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=445E09&utm_content=B47E18&amp_device_id=179A66&oid=E4DA3B&affid=C20AD4&sub1=615362&sub2=C1A8B6&sub3=B3C302&gad_source=C4CA42&gbraid=4E76C4&gclid=243499&_gl=EDA36A&kind=2E1B1F,https://source-175c1c8e.com/,2025-03-01T00:03:12.862Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1"
