clientId,page_url,referrer,timestamp,event_name,event_data,user_agent
1740873598-itqXH7BEDpUp,https://puffy.com/products/puffy-zen-bed-frame?size=BBD471&utm_content=854719&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=234971&oid=167909&affid=AAB323&sub1=D04F39&sub2=A4050C&sub3=13DF01&gad_source=C4CA42&gclid=1A573A&amp_device_id=3D954D&_gl=5F95C7,,2025-03-02T00:00:03.500Z,page_viewed,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0
1740873615-vmfIO6QIkCut,https://puffy.com/products/puffy-topper?irclickid=FEB672&utm_source=86FD9C&utm_medium=7B4C8A&clickid=FEB672&sharedid=D41D8C&iradid=139F4C&im_ref=FEB672&irgwc=C4CA42,https://source-974a0532.com/,2025-03-02T00:00:17.694Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1740873578-tgXzaGcr0ZG3,https://puffy.com/products/puffy-lux-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=943337&utm_content=B47E18&amp_device_id=06DD72&oid=E4DA3B&affid=C20AD4&sub1=88CD30&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=4A6C11&_gl=FC2C2F&size=719EF2,https://source-175c1c8e.com/top10/?oid=5&affid=12&sub1=20829387081&sub2=&sub3=&gad_source=1&gclid=Cj0KCQiA_Yq-BhC9ARIsAA6fbAhA3-cXbWqfr_fYla_h2hi5ErKePWv76Ql9u6qT7YJMLYKdiUyyUz4aAmY1EALw_wcB,2025-03-02T00:00:40.493Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1739929158-1ziGBcGYb8sm,https://puffy.com/pages/puffy-mattress-and-puffy-lux,https://source-b2a1cd00.com/,2025-03-02T00:01:34.745Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
1740708728-aM441kTsxPpn,https://puffy.com/blogs/best-sleep/how-to-dispose-of-a-weighted-blanket,,2025-03-02T00:01:38.574Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1740873712-vEgR9vc8nC4l,https://puffy.com/blogs/best-sleep/how-to-add-legs-to-a-platform-bed,,2025-03-02T00:02:38.233Z,page_viewed,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/133.0.6943.126 Safari/537.36"
1740873788-QKh-bkvdWdw8,https://puffy.com/,https://www.google.com/,2025-03-02T00:03:10.686Z,page_viewed,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0
1740860936-lcbqTeMk0M02,https://puffy.com/blogs/best-sleep/can-you-put-a-box-spring-on-a-bed-frame,,2025-03-02T00:04:10.404Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1740869697-DQDfrUZDUfdl,https://puffy.com/cart,https://source-175c1c8e.com/,2025-03-02T00:04:27.877Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1"
1740873844-YrgA5YFOTnqD,https://puffy.com/products/puffy-lux-mattress?size=E9DC92&sfdr_ptcid=F29489&sfdr_hash=68218B,,2025-03-02T00:04:33.482Z,page_viewed,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
1740873735-X5bnD5fxFbjX,https://puffy.com/products/puffy-monarch-mattress,https://www.google.com/,2025-03-02T00:05:27.717Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
1740873904-XqWR4sk71iIC,https://puffy.com/products/puffy-monarch-mattress,https://www.google.com/,2025-03-02T00:05:30.288Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36"
1740873981-CFjLVST9c_20,https://puffy.com/products/puffy-mattress?set_view=32617F&utm_campaign=33E241&oid=ECCBC8&affid=E4DA3B&sub1=1398A1&sub2=813680&gad_source=C4CA42&gclid=9E4560&kind=33E241,android-app://com.google.android.googlequicksearchbox/,2025-03-02T00:06:23.243Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
