clientId,page_url,timestamp,event_name,event_data,user_agent
1741218317-EkpHgbZO5siY,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk5NQzEzRVBYTUgzVFM3VEdRQjcyVDFR?auto_redirect=68934A&edge_redirect=B326B5&locale=CCE16C&skip_shop_pay=B326B5,2025-03-06T00:00:19.484Z,checkout_started,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741206124-keyMVWMU70E1,https://puffy.com/pages/puffy-cloud-mattress-reviews,2025-03-06T00:00:21.222Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1741219240-C68SuoKDTBY8,https://puffy.com/products/puffy-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=A056B3&utm_content=6B9AED,2025-03-06T00:00:43.797Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741216775-PaVP4vM7pnGW,https://puffy.com/products/puffy-mattress,2025-03-06T00:01:09.112Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
1737221798-dp1kMRfVStrp,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk5NQlBXN05IMTlNQ0pUMzhRWUREN005/thank-you,2025-03-06T00:01:10.942Z,checkout_completed,"{""transaction_id"":""ORD-20250306-159"",""revenue"":229,""items"":[{""item_id"":""kfram1"",""item_name"":""Puffy Midnight Foundation"",""item_variant"":""King  -  (76\""W x 80\""L x 15\""H)"",""quantity"":1,""item_price"":null}],""user_email"":""77f5e2ee2cec6148d55f86651729d03ca42c8885c662aa8ec1c5a154e241ef60""}","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741219274-okpgIgfaVSr9,https://puffy.com/blogs/best-sleep/how-to-make-a-velvet-blanket,2025-03-06T00:01:19.726Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.126 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
1739169598-7sjOuU60Y6Eo,https://puffy.com/?oid=ECCBC8&affid=E4DA3B&sub1=E752D5&sub2=CD08A8&sub3=8C35E1&gad_source=C4CA42&gbraid=E538BC&gclid=DCF397,2025-03-06T00:01:21.465Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1739169598-7sjOuU60Y6Eo,https://puffy.com/pages/contact-puffy-mattress#contact_us,2025-03-06T00:01:32.437Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741130974-OSRDaeH569Ss,https://puffy.com/products/puffy-mattress-protector?size=2C2D2C,2025-03-06T00:01:52.778Z,product_added_to_cart,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1740927230-QAg6BpaH6yHL,https://puffy.com/products/puffy-mattress?utm_content=31C5BF&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=7A05B8&amp_device_id=0366E0&oid=167909&affid=AAB323&sub1=B9C0BD&sub2=782319&sub3=546ED5&gad_source=C4CA42&gclid=AF82E6&_gl=110976&size=719EF2,2025-03-06T00:01:58.430Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1739169598-7sjOuU60Y6Eo,https://puffy.com/pages/contact-puffy-mattress?utm_source=1C367E&utm_medium=D1BEFA,2025-03-06T00:02:47.856Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741022480--VJ7TW9DV3fx,https://puffy.com/products/puffy-sheets?size=2C2D2C&color=4E8723,2025-03-06T00:03:13.081Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1"
1741145028-ZB6e8tYnJKq-,https://puffy.com/,2025-03-06T00:03:23.835Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741219404-D7YDSmjnE_pF,https://puffy.com/products/puffy-royal-mattress,2025-03-06T00:03:26.200Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741219391-ycxESWILibhO,https://puffy.com/products/puffy-mattress?utm_content=31C5BF&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=FB7F3E&amp_device_id=A2D54F&oid=167909&affid=AAB323&sub1=FF5F12&sub2=7EBCD6&sub3=985A5C&gad_source=C4CA42&gbraid=ECA0E7&gclid=96EFEE&_gl=B428F1,2025-03-06T00:03:46.534Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
1741218317-EkpHgbZO5siY,https://checkout.puffy.com/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSk5NQzEzRVBYTUgzVFM3VEdRQjcyVDFR/processing,2025-03-06T00:03:53.262Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741219416-UHVXr-B1Mq1D,https://puffy.com/products/puffy-mattress?utm_source=175C1C&utm_medium=7B4C8A&utm_campaign=750259&utm_content=751C86&amp_device_id=966DFB&oid=E4DA3B&affid=C20AD4&sub1=DAC80A&sub2=B86732&sub3=4211F4&gad_source=C4CA42&gbraid=68F912&gclid=6E1763&_gl=6672C5&size=2C2D2C,2025-03-06T00:04:05.833Z,email_filled_on_popup,"{""user_email"":""81a1bdd15b568dd774442347ddf767c9c6ae350fbb23f8f3bdec062922151451""}","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741217293--orrLOOMrXCT,https://puffy.com/cart?irclickid=EA4EFF&utm_source=B5F311&utm_medium=7B4C8A&clickid=EA4EFF&sharedid=D41D8C&iradid=139F4C&im_ref=EA4EFF&irgwc=C4CA42,2025-03-06T00:04:15.639Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
1741213791-pOYoto5fHuHQ,https://puffy.com/cart,2025-03-06T00:04:55.980Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1741219474-bg1CtZThWlQ1,https://puffy.com/products/puffy-lux-mattress?utm_source=4DD6A7&utm_medium=7B4C8A&utm_campaign=CDEFF0&utm_content=6295FD&amp_device_id=4A26C2&_gl=A5A318&size=2C2D2C,2025-03-06T00:05:07.811Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1739042523-0dWy0onVklGz,https://puffy.com/?oid=ECCBC8&affid=E4DA3B&sub1=E752D5&sub2=CD08A8&sub3=D4D4EF&gad_source=C4CA42&gclid=BD135E,2025-03-06T00:07:46.393Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36"
1741219651-yBtB8b1uSuW6,https://puffy.com/blogs/best-sleep/diy-montessori-bed-frame,2025-03-06T00:07:49.464Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.126 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
1741213791-pOYoto5fHuHQ,https://puffy.com/products/puffy-lux-mattress?size=719EF2,2025-03-06T00:08:04.870Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1741047289-7EKtA1bIwsmI,https://puffy.com/products/puffy-mattress?utm_content=A78E8E&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=FB7F3E&amp_device_id=3183FE&oid=167909&affid=9BF31C&sub1=C166DA&sub2=09C400&sub3=DDB8E4&sub4=910955&oid=167909&affid=9BF31C&sub1=72AD88&sub2=809EB1&sub3=BABF38&sub4=21AD0B&msclkid=C37B3B&_gl=F955F6,2025-03-06T00:08:14.111Z,page_viewed,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
1741219696-47ncv-0DoyKg,https://puffy.com/products/puffy-lux-mattress?size=B20861&sfdr_ptcid=1B98A2&sfdr_hash=F3695A&oid=ECCBC8&affid=E4DA3B&sub1=7EABC2&sub2=D41D8C&sub3=D41D8C&gad_source=C4CA42&gclid=C14661,2025-03-06T00:08:22.803Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1741216775-PaVP4vM7pnGW,https://puffy.com/collections/bed-frames,2025-03-06T00:08:52.463Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
1739042523-0dWy0onVklGz,https://puffy.com/products/puffy-lux-mattress?resultQuiz=C4CA42,2025-03-06T00:09:40.363Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36"
1741219810-rca-aobJtiY_,https://puffy.com/sleep-score?oid=ECCBC8&affid=C81E72&sub1=E9A786&sub2=0F8EF6&sub3=F9D06E&fbclid=0163D2&utm_source=26CAE7&utm_medium=76E084&campaign_id=E9A786&ad_id=F9D06E&utm_id=E9A786&utm_content=F9D06E&utm_term=0F8EF6&utm_campaign=E9A786,2025-03-06T00:10:11.431Z,page_viewed,,"Mozilla/5.0 (Linux; Android 15; SM-S931U Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/502.0.0.66.79;IABMV/1;]"
1740332548-BjhX0n3MgR4M,https://puffy.com/blogs/best-sleep/rv-pull-out-couch-mattress-guide,2025-03-06T00:10:26.372Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15"
1741216775-PaVP4vM7pnGW,https://puffy.com/products/puffy-zen-bed-frame,2025-03-06T00:10:34.481Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
1738627778-dqJS4ZH8QXZ6,https://puffy.com/cart,2025-03-06T00:11:27.401Z,page_viewed,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1741219802-R9W1Lx3xZeO8,https://puffy.com/blogs/best-sleep/how-to-crochet-a-baby-blanket,2025-03-06T00:11:44.326Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.126 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
1741216775-PaVP4vM7pnGW,https://puffy.com/products/puffy-royal-mattress?size=2C2D2C,2025-03-06T00:12:16.037Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
1741216775-PaVP4vM7pnGW,https://puffy.com/products/puffy-zen-bed-frame?size=2C2D2C,2025-03-06T00:12:30.829Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
1738627778-dqJS4ZH8QXZ6,https://puffy.com/products/puffy-royal-mattress?size=2C2D2C,2025-03-06T00:12:47.562Z,product_added_to_cart,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
1741219945-UfhCifRNNcmR,https://puffy.com/products/puffy-lux-mattress?utm_content=EE2750&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=FB7F3E&amp_device_id=474DAA&oid=167909&affid=AAB323&sub1=FF5F12&sub2=7EBCD6&sub3=985A5C&gad_source=C4CA42&gbraid=ECA0E7&gclid=5A3958&_gl=EDAD0D&size=2C2D2C,2025-03-06T00:12:54.000Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741219985-6VZoYIHe_rCI,https://puffy.com/blogs/best-sleep/why-is-my-pillow-case-yellow,2025-03-06T00:13:17.576Z,page_viewed,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.126 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
1741215879-qg_JddcwL5A1,https://puffy.com/products/puffy-royal-mattress?size=F207E9,2025-03-06T00:13:35.216Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
1741216775-PaVP4vM7pnGW,https://puffy.com/products/puffy-zen-bed-frame?size=2C2D2C,2025-03-06T00:13:47.928Z,product_added_to_cart,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
1741216775-PaVP4vM7pnGW,https://puffy.com/cart,2025-03-06T00:13:50.113Z,page_viewed,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
1741220029-poOilfoN1tSG,https://puffy.com/?irclickid=05C9A6&utm_source=C414B0&utm_medium=7B4C8A&clickid=05C9A6&sharedid=D41D8C&iradid=139F4C&im_ref=05C9A6&irgwc=C4CA42,2025-03-06T00:13:52.224Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
1741219945-UfhCifRNNcmR,https://puffy.com/products/puffy-lux-mattress?utm_content=EE2750&utm_source=BABF38&utm_medium=7B4C8A&utm_campaign=FB7F3E&amp_device_id=474DAA&oid=167909&affid=AAB323&sub1=FF5F12&sub2=7EBCD6&sub3=985A5C&gad_source=C4CA42&gbraid=ECA0E7&gclid=5A3958&_gl=EDAD0D&size=2C2D2C,2025-03-06T00:14:09.644Z,page_viewed,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
